"Id","SalePrice"
1461,118549.031790435
1462,161725.127740998
1463,183692.967328568
1464,198489.962903697
1465,197302.238650814
1466,165528.835640179
1467,172786.970511959
1468,163578.117897126
1469,192517.415390134
1470,122959.281814065
1471,196016.491287495
1472,95744.1164330778
1473,94827.0036274695
1474,149698.55902627
1475,108401.596361467
1476,377719.031849764
1477,256870.454065105
1478,291248.602211371
1479,284443.358517055
1480,479078.804654225
1481,345444.863913641
1482,219320.652600601
1483,177054.297606786
1484,166176.609870938
1485,185564.250336536
1486,198258.681574418
1487,337672.461676097
1488,234289.401795501
1489,192237.22196106
1490,229537.36910241
1491,197957.648015089
1492,90227.6068939937
1493,186346.032550902
1494,304281.127708214
1495,294056.121448876
1496,230029.913604419
1497,184017.792475172
1498,167362.148192915
1499,161050.585980919
1500,156859.914405164
1501,174194.466258072
1502,149193.723355934
1503,290034.0349359
1504,245919.724760854
1505,222882.734655512
1506,197854.820790619
1507,243018.837751686
1508,197695.947297347
1509,158202.550638237
1510,144481.960626418
1511,144156.874378992
1512,181490.612287396
1513,142564.101104445
1514,158144.602965414
1515,192978.049188327
1516,156221.3529191
1517,166035.490708746
1518,134735.490957855
1519,211272.071536875
1520,129908.076601022
1521,128634.061248251
1522,175983.627707012
1523,110395.004245227
1524,125162.545704331
1525,120229.356862619
1526,118728.932563765
1527,105037.079158112
1528,133692.327870913
1529,150904.270441383
1530,181612.199022684
1531,110973.095218139
1532,101104.371975154
1533,159682.409089367
1534,118374.724716326
1535,153218.363853067
1536,109896.91514308
1537,66661.4524621811
1538,161535.815400399
1539,198036.029151896
1540,94502.9499529258
1541,144608.7612231
1542,141124.277329048
1543,192648.837406252
1544,84955.5654166738
1545,112214.005109073
1546,132007.138330783
1547,137019.608339401
1548,137676.095287523
1549,119564.278849305
1550,137592.888132078
1551,111960.011794943
1552,139147.829111341
1553,151044.048646268
1554,117344.264727972
1555,165652.182309748
1556,87478.9090403469
1557,108171.726091266
1558,93077.750236948
1559,79057.6389529451
1560,140644.810510458
1561,136320.115716823
1562,131834.719068502
1563,121883.580859097
1564,160007.013414094
1565,148020.617087053
1566,244014.288168397
1567,70539.2745939029
1568,235550.905700356
1569,128704.800910821
1570,137444.230686752
1571,122287.442385953
1572,141734.307351775
1573,233726.777878615
1574,123491.615433228
1575,230899.344488937
1576,242872.641969659
1577,186338.32897387
1578,143117.205629516
1579,146020.901106769
1580,195186.19851929
1581,159884.955119022
1582,128098.65778012
1583,307479.364571639
1584,221234.5396079
1585,140822.429078134
1586,63972.9508907832
1587,98014.6757918867
1588,149788.084096949
1589,101577.780170503
1590,135065.757250514
1591,96274.8855872362
1592,115075.625227035
1593,120915.892681782
1594,134945.542429614
1595,111005.556990447
1596,228802.516384493
1597,193851.962643163
1598,229609.667220201
1599,171177.729190094
1600,173272.065643049
1601,65313.3001792629
1602,107968.625056002
1603,79232.7470329973
1604,276728.067011474
1605,243719.450651428
1606,171768.522303795
1607,165211.116502978
1608,221505.657718384
1609,184684.090741111
1610,152042.866358698
1611,141245.334817313
1612,169770.42314414
1613,161072.255850386
1614,123971.618944539
1615,92247.8481839959
1616,76494.8751114464
1617,91052.7132192203
1618,120377.811341885
1619,141273.435790542
1620,177459.777408424
1621,132845.635260456
1622,138504.669354646
1623,286392.108593468
1624,212978.952232798
1625,119395.146456864
1626,166764.15851634
1627,187373.337197227
1628,275318.261797879
1629,175547.394451464
1630,351757.644241254
1631,225704.480507039
1632,253090.460157454
1633,168347.861348404
1634,186533.116109087
1635,176076.470735873
1636,150093.834937689
1637,197629.382131807
1638,188255.277591468
1639,180017.685592771
1640,261103.677390629
1641,176546.465014952
1642,234924.369972436
1643,216953.829535181
1644,234695.268826325
1645,197722.006291212
1646,157081.032575062
1647,151514.135457451
1648,130630.490062535
1649,140904.119117818
1650,113617.560658492
1651,120014.251080859
1652,97494.3131383523
1653,101025.604551639
1654,142096.768223731
1655,140615.558148402
1656,142259.032516842
1657,146226.191725046
1658,145857.099238417
1659,115911.510174676
1660,150327.206755159
1661,453340.510808146
1662,407706.522119537
1663,380299.771096181
1664,506730.596798101
1665,303286.45801804
1666,329804.822603609
1667,383968.506430884
1668,329863.244006164
1669,294027.578682976
1670,336191.516041129
1671,270409.140522538
1672,442990.664512131
1673,301065.62988383
1674,242631.078946003
1675,193777.511850517
1676,196405.737957129
1677,223502.943654457
1678,446816.250927829
1679,396488.965356172
1680,341496.509618173
1681,246141.403345431
1682,316861.686198055
1683,185813.290673256
1684,178332.997229124
1685,174041.097307205
1686,169064.181675706
1687,167471.438518907
1688,194236.97119928
1689,192416.839352939
1690,199001.087958862
1691,181037.810930212
1692,259372.778713371
1693,170358.655883189
1694,178957.655347022
1695,163952.774137407
1696,271809.199794347
1697,168517.330499444
1698,353371.608531428
1699,319682.630510681
1700,250156.105632601
1701,272256.817946877
1702,247223.854652773
1703,253486.275287348
1704,280345.937943829
1705,234808.326596798
1706,390456.68714274
1707,209678.730749447
1708,201249.143663462
1709,269443.900889179
1710,227057.218458528
1711,260690.078638214
1712,253115.25061086
1713,261923.56814353
1714,221441.495339647
1715,204137.605651628
1716,180412.793564179
1717,179485.57473946
1718,138314.728162136
1719,206249.641291455
1720,227601.741437464
1721,161893.329108958
1722,126780.571812682
1723,150506.257092346
1724,202603.078061087
1725,239055.450255061
1726,189375.597643334
1727,158952.328373749
1728,168917.990370674
1729,165652.711363832
1730,154096.577599874
1731,124726.07832712
1732,126359.745672063
1733,113190.768829535
1734,115523.161480351
1735,124008.844825658
1736,113713.965277024
1737,307699.37274733
1738,244626.331081593
1739,248353.778556508
1740,230348.610692926
1741,189589.900750467
1742,169488.379397378
1743,178000.943575753
1744,306429.2110248
1745,230373.072591502
1746,188346.186161855
1747,215813.465715962
1748,227208.856979784
1749,148039.542948035
1750,125087.02239849
1751,238096.830778927
1752,118185.332620873
1753,152269.579514114
1754,193397.258987037
1755,167761.642425029
1756,125672.149531621
1757,120128.98473931
1758,139834.499005807
1759,167698.875249416
1760,168894.219292772
1761,149402.774684842
1762,176248.007666995
1763,182786.04911009
1764,116099.438760301
1765,172311.300226219
1766,186156.189355819
1767,223065.194164496
1768,143276.920601583
1769,171683.34035667
1770,153888.443442414
1771,120319.67761975
1772,136681.133864413
1773,120301.925639697
1774,141621.433686818
1775,140588.975300786
1776,124868.589127953
1777,108063.189521252
1778,143368.818097115
1779,115324.118906912
1780,179109.361180802
1781,121457.397382415
1782,82025.9523093887
1783,140244.654530413
1784,103256.750616689
1785,118893.575750784
1786,149328.29476246
1787,160039.986013455
1788,62773.1353975861
1789,96967.3045018145
1790,75679.831685836
1791,182200.501340783
1792,154066.584416536
1793,133665.370309608
1794,155557.537652202
1795,130869.307752351
1796,120012.250063786
1797,105805.466023659
1798,121190.073722007
1799,110843.985453352
1800,130910.919361444
1801,131323.979267078
1802,131571.211375078
1803,147437.441435673
1804,143933.762436408
1805,138345.106196942
1806,123882.643917097
1807,134174.146832553
1808,121032.631900005
1809,123923.167186471
1810,141870.114012945
1811,98213.1502505052
1812,95617.0854104004
1813,123819.816638666
1814,92643.3765266211
1815,54637.0727166169
1816,94669.0399649182
1817,111477.477061062
1818,144667.639110394
1819,124654.997949984
1820,63785.2196882661
1821,104684.053606085
1822,147567.384583006
1823,48312.7376736586
1824,127516.249233863
1825,135102.201877521
1826,104847.480570956
1827,105430.14034769
1828,138074.446771315
1829,120630.01317037
1830,145495.850797987
1831,150657.355567006
1832,72657.7536566528
1833,136868.543349261
1834,118769.631996471
1835,132026.91917017
1836,120811.669994562
1837,91155.2844662524
1838,132217.643918401
1839,93232.6045583246
1840,149350.699110131
1841,150693.355234508
1842,87151.0045088098
1843,129583.06731715
1844,139370.749224396
1845,139716.873731395
1846,151844.80276001
1847,162935.797283066
1848,55398.0548471899
1849,103242.780448862
1850,119404.207742772
1851,155051.53616697
1852,128729.562152784
1853,136961.44810286
1854,169579.422872657
1855,156549.503377944
1856,219441.86536412
1857,139115.829301447
1858,132123.191729096
1859,115120.113308037
1860,146406.010712047
1861,114703.497551009
1862,305207.632336414
1863,286829.968881021
1864,286885.327833001
1865,315788.827126771
1866,310539.831339792
1867,227990.586689778
1868,296300.52871355
1869,204847.517820039
1870,226087.835372161
1871,242735.493884461
1872,176737.542115705
1873,245305.877488659
1874,144231.227333554
1875,199949.53133637
1876,194506.302195533
1877,208210.808401923
1878,204238.00010556
1879,130417.77946143
1880,130852.236268203
1881,231063.814042272
1882,250933.164004485
1883,187831.143237458
1884,200573.149643291
1885,239884.17827792
1886,293765.598575282
1887,215976.583833648
1888,262570.547278865
1889,165068.50899582
1890,122920.835755586
1891,135481.80688856
1892,99110.5743097427
1893,129676.979025293
1894,131022.875645083
1895,138251.258199929
1896,120734.577640221
1897,116396.579868854
1898,110727.967355407
1899,159855.81058848
1900,144998.966191773
1901,176371.775003692
1902,148137.026936037
1903,216921.147791522
1904,141488.274454238
1905,206448.858600709
1906,161446.590448889
1907,205686.415307515
1908,110780.913145505
1909,132199.67505675
1910,116647.814848283
1911,227255.144048558
1912,334990.028727494
1913,134932.790538982
1914,66394.5975959051
1915,299587.115544442
1916,59746.3868191435
1917,253733.036605483
1918,135516.155072933
1919,174569.309603052
1920,161253.789136557
1921,395538.11227164
1922,309522.637226621
1923,224890.288029841
1924,248630.502525735
1925,199056.88569351
1926,376092.783962816
1927,133645.426919143
1928,153413.032567315
1929,126565.842902611
1930,128861.891522936
1931,139440.431056351
1932,135289.09738264
1933,171082.23371614
1934,180082.079842342
1935,170460.323171405
1936,188892.987412891
1937,181269.178997823
1938,174578.516667
1939,254778.5773111
1940,194030.686182453
1941,167740.094077183
1942,188833.37111643
1943,219567.246421626
1944,372706.166990511
1945,389406.762577954
1946,141090.267132014
1947,322468.838846643
1948,168969.183172676
1949,247359.118005833
1950,191613.786344907
1951,255118.860153401
1952,228419.294219577
1953,166445.08936211
1954,185077.941179678
1955,136098.774000081
1956,308910.558186684
1957,153992.940574603
1958,296521.206444083
1959,146573.035154829
1960,111589.072541073
1961,121875.469703185
1962,96038.1967719282
1963,102827.362203846
1964,107055.336067512
1965,142861.422078327
1966,134983.830965193
1967,284736.814241408
1968,427756.012892855
1969,396371.594747387
1970,434174.39856516
1971,467298.923038151
1972,375287.030211074
1973,280199.602973401
1974,326093.055005091
1975,540286.220851826
1976,270666.837534049
1977,354923.627017754
1978,367903.608127465
1979,346167.855698898
1980,211906.371461713
1981,329579.579723315
1982,227503.930533017
1983,212542.237432688
1984,173196.49596312
1985,220195.304843785
1986,210327.487070074
1987,178452.94987738
1988,176431.230428612
1989,197274.805854383
1990,213651.331324844
1991,231563.052430837
1992,211128.086301208
1993,174090.610307359
1994,225844.737562361
1995,188733.610297339
1996,254658.983342649
1997,316449.005000085
1998,322292.780122805
1999,268496.605921633
2000,329640.677232385
2001,278740.585881354
2002,243443.86846557
2003,260240.4247767
2004,277477.913752947
2005,220824.43085361
2006,224149.989558971
2007,257475.564044607
2008,217155.589194519
2009,198157.684046065
2010,200709.173909014
2011,142019.740793307
2012,173362.672213283
2013,178948.96620204
2014,187232.363647835
2015,212186.047137025
2016,192768.395035165
2017,201919.006193674
2018,115648.179436997
2019,132088.966149812
2020,108615.992499286
2021,103487.602130221
2022,188764.644425201
2023,143855.716623215
2024,274557.699073225
2025,358327.370971455
2026,181274.33543069
2027,158828.655364907
2028,152100.75442087
2029,165648.074577104
2030,267474.419864524
2031,234004.240906595
2032,248356.335869316
2033,257799.221971442
2034,171940.683633963
2035,216147.150189688
2036,203178.718799235
2037,205294.782432685
2038,302391.344608987
2039,228771.835954833
2040,299575.285515012
2041,305100.120316578
2042,206148.41141306
2043,176332.826346643
2044,171450.120636808
2045,210551.559040843
2046,146152.907729106
2047,144623.37577047
2048,141807.727198637
2049,142376.222526492
2050,177008.36441602
2051,103846.323182878
2052,127664.337425394
2053,145494.475319883
2054,75421.0031896426
2055,157875.556091281
2056,144675.429792196
2057,117666.758469906
2058,221498.552048882
2059,132413.417593179
2060,176713.607537654
2061,173564.802773139
2062,128235.85481356
2063,117599.147400419
2064,140685.932657637
2065,119596.98067598
2066,164521.985021528
2067,109569.356601474
2068,140859.721140277
2069,82672.1080433481
2070,110931.396278703
2071,88367.7889206097
2072,130369.804772527
2073,133115.81287208
2074,179008.801665516
2075,149109.321894408
2076,116778.418213691
2077,164268.808753617
2078,128713.13264247
2079,132776.046632655
2080,120803.031475044
2081,121811.913611634
2082,124145.390563416
2083,147383.488971224
2084,110240.56516443
2085,120417.236570143
2086,115864.433007668
2087,122065.058889654
2088,93903.8690085143
2089,75498.7467658463
2090,128623.597596562
2091,111292.961203482
2092,122912.667105465
2093,117723.460179254
2094,115383.800873097
2095,143886.083471602
2096,78080.5869167421
2097,99412.4838566156
2098,141374.576974038
2099,48763.0762680816
2100,73150.0117172791
2101,109648.205143227
2102,130980.391107789
2103,101242.204517928
2104,141307.234833472
2105,129541.646385768
2106,63049.3052266365
2107,209486.120673106
2108,116469.113054676
2109,111422.556311267
2110,130619.50198253
2111,146674.141065867
2112,141056.679366838
2113,122154.637785259
2114,122785.234744129
2115,165442.22851414
2116,122363.767359427
2117,145428.651209581
2118,124180.613426418
2119,115931.090625067
2120,115535.354120259
2121,88282.4758628292
2122,114873.628202876
2123,82977.6181483202
2124,155492.973497502
2125,123643.341001616
2126,151119.174721404
2127,158373.35457905
2128,119778.092235159
2129,87197.2183775954
2130,134651.021875713
2131,146454.474483824
2132,116574.733698682
2133,122525.531464255
2134,118140.450333345
2135,88852.2081133788
2136,75438.5732546348
2137,108023.757087684
2138,139199.370595897
2139,150940.644100909
2140,141747.424712907
2141,154842.985112611
2142,125919.033803847
2143,148023.570040872
2144,123592.302320787
2145,138828.534422119
2146,167087.827274109
2147,131031.607049662
2148,142522.962240703
2149,144348.014688953
2150,236764.618128851
2151,109539.729633678
2152,172704.483699245
2153,165730.882446684
2154,106269.477265782
2155,138017.687006524
2156,257087.129555383
2157,231001.453062249
2158,240785.16252987
2159,212752.253637387
2160,179761.790495496
2161,240001.092788761
2162,392199.194447943
2163,343631.194635684
2164,243346.875164598
2165,201252.080442871
2166,151840.370211796
2167,221674.51237426
2168,198756.446686366
2169,195647.530847943
2170,218701.976219701
2171,148924.551511594
2172,134783.875997917
2173,167663.196761179
2174,231128.272553782
2175,297040.828047299
2176,308743.117177318
2177,238612.969034837
2178,216924.095670009
2179,139472.923475503
2180,219594.037024227
2181,196694.346156691
2182,222174.561301597
2183,193888.724808224
2184,119297.945144832
2185,121434.639644262
2186,146040.934765396
2187,154369.245889396
2188,153169.589542844
2189,279830.088699681
2190,78706.8691389688
2191,83893.5866255688
2192,92513.4679470016
2193,108816.170567338
2194,106097.588136956
2195,109125.694249574
2196,99592.2302076491
2197,118576.469932062
2198,160292.261593344
2199,191080.283711827
2200,147127.243363283
2201,144960.089661927
2202,219730.460638362
2203,133784.550223448
2204,179807.903627887
2205,117057.714002027
2206,143448.217965123
2207,216035.310121326
2208,265538.116456587
2209,237594.672045951
2210,119924.080685477
2211,112328.474123878
2212,112921.583905416
2213,102192.839585036
2214,124872.433617563
2215,100596.790485433
2216,142605.979437271
2217,71433.308379253
2218,78337.5766493132
2219,74077.3787864692
2220,62327.3924184397
2221,302166.889760165
2222,271216.322678961
2223,292021.122885243
2224,202516.433982422
2225,117914.732786302
2226,181265.154881826
2227,203955.683857293
2228,261323.43712379
2229,261721.856163961
2230,151901.669790715
2231,211876.296773579
2232,176266.469008093
2233,183400.634118138
2234,244262.978179148
2235,216661.196347072
2236,282283.660945075
2237,323347.051856558
2238,195408.09269078
2239,111531.553871349
2240,154706.603714265
2241,146198.564649029
2242,122923.89697089
2243,125172.59491496
2244,106635.142917441
2245,98972.0470480293
2246,144568.855505895
2247,111493.392640162
2248,122597.310093309
2249,121521.360378082
2250,130839.678038932
2251,96096.9411417003
2252,176993.476994934
2253,150605.427709535
2254,174824.225889978
2255,185171.192309696
2256,177337.083284196
2257,199693.85399927
2258,159921.786866756
2259,175352.483004624
2260,140161.500305142
2261,195795.75429501
2262,215518.192638216
2263,381666.869054098
2264,487524.255840375
2265,171663.613237523
2266,297419.49990084
2267,365271.864374224
2268,416235.157115334
2269,153625.065677432
2270,200494.124697555
2271,214488.411189323
2272,204002.953020248
2273,162571.552280234
2274,175777.85881038
2275,163173.780736318
2276,198478.091740409
2277,184265.35997006
2278,147096.997647135
2279,123860.159921012
2280,117497.093491323
2281,166873.341624161
2282,188989.411610974
2283,104744.024889787
2284,111483.000021179
2285,137385.854412072
2286,123782.171080488
2287,363660.612624155
2288,282136.40762372
2289,380860.989480504
2290,466303.623056054
2291,334972.517779511
2292,430621.139101827
2293,456069.337617724
2294,417634.752774891
2295,501977.514751504
2296,303889.249061951
2297,336649.720224097
2298,341983.392633956
2299,363112.830954076
2300,332555.393510658
2301,307101.258314824
2302,243224.209999699
2303,260464.841827113
2304,252461.913978911
2305,199510.709868383
2306,194250.052322079
2307,201061.433285742
2308,234366.101732649
2309,278731.392650435
2310,219435.658125924
2311,204000.471705679
2312,176321.607943517
2313,171764.58966527
2314,174948.97667922
2315,179472.649415995
2316,193291.530522547
2317,190931.411880678
2318,181947.171697399
2319,187272.424324808
2320,188442.453096225
2321,234459.958594728
2322,183086.074304614
2323,188109.763304638
2324,174063.499776917
2325,219867.091661833
2326,172569.278209844
2327,208610.858597485
2328,222418.773619507
2329,189961.81164316
2330,178676.745435953
2331,347746.350351508
2332,389704.496818276
2333,322406.284568709
2334,258614.732640826
2335,281304.041167742
2336,308999.278959276
2337,196949.410529844
2338,270118.9387473
2339,225815.586298612
2340,393245.30681088
2341,236753.594146185
2342,241731.301987835
2343,225592.190141424
2344,210634.261404335
2345,232584.979403661
2346,220190.647560628
2347,197780.751475066
2348,246266.991260838
2349,178813.475218586
2350,301959.239206383
2351,260126.942988649
2352,257603.487296444
2353,245295.606158202
2354,137883.587815921
2355,148034.326882007
2356,149017.357604845
2357,189540.930919577
2358,196836.401979614
2359,129167.164801181
2360,116127.443615908
2361,147095.649902207
2362,287207.494627837
2363,134145.097307141
2364,154046.838873877
2365,221101.628085546
2366,195588.371486717
2367,227752.507229698
2368,212230.412708874
2369,220500.493506772
2370,165586.276222364
2371,165364.406338583
2372,193008.338214011
2373,276402.531430985
2374,302605.935220755
2375,253944.417700277
2376,290374.267206977
2377,346827.811622047
2378,145098.275285565
2379,198377.232303174
2380,149575.99139739
2381,166665.0965825
2382,202073.218137063
2383,203870.719060939
2384,244537.408978448
2385,162794.952129401
2386,131634.653974337
2387,138403.815530147
2388,101523.872506832
2389,125157.320103173
2390,148389.988923674
2391,142921.112946913
2392,117516.453530574
2393,168626.36540319
2394,143007.24835543
2395,200927.757031749
2396,145534.78866939
2397,227473.151358048
2398,130033.211219994
2399,67443.3149354966
2400,55849.5936102575
2401,114452.903408599
2402,138502.408397147
2403,146701.654047024
2404,155412.855340235
2405,154814.647620742
2406,138156.643560932
2407,124248.090301257
2408,148515.018938395
2409,123547.313285762
2410,166627.131872689
2411,116682.336967961
2412,153135.604111972
2413,128318.598396429
2414,148331.984628093
2415,140554.272767709
2416,128329.560500139
2417,137278.527380522
2418,133851.390252344
2419,122504.270957281
2420,121798.090302284
2421,153139.820645151
2422,111505.453078042
2423,119078.358556128
2424,157189.902804743
2425,196461.906118908
2426,131321.942263365
2427,132998.709799954
2428,176542.397136465
2429,117079.560388661
2430,131736.877176041
2431,103615.217938087
2432,146889.370796564
2433,142420.468749152
2434,138916.506986058
2435,149465.297552784
2436,108455.715301192
2437,110049.542754102
2438,121563.195309358
2439,108748.823035656
2440,119511.750756981
2441,95369.3751938853
2442,99363.3676934567
2443,125440.434550611
2444,130872.305444917
2445,86771.9290533902
2446,140059.19610979
2447,189960.771578523
2448,131825.674401576
2449,111658.561742425
2450,145595.193532183
2451,121307.683636646
2452,187996.638415237
2453,91187.2159865615
2454,118219.765003699
2455,113958.6358592
2456,136733.878773162
2457,125435.703096033
2458,128731.464295484
2459,113715.584701129
2460,141864.45088834
2461,127221.89875722
2462,135071.328383558
2463,132057.498925798
2464,177939.4928438
2465,142629.91396874
2466,110960.230379014
2467,129511.693349899
2468,80618.5896572876
2469,76202.1123493061
2470,184014.228966507
2471,195439.098173728
2472,157558.825570649
2473,118194.383571134
2474,80647.8310308477
2475,212162.972060308
2476,114748.28771161
2477,130589.793832212
2478,152735.355589417
2479,104354.810140695
2480,158915.016700849
2481,123297.177721374
2482,128467.692816179
2483,113127.013073828
2484,125289.726055233
2485,127694.379484566
2486,147230.607861212
2487,158904.006966689
2488,159441.861713138
2489,150726.764109239
2490,140992.000783525
2491,89764.4401379875
2492,189338.012606886
2493,151520.662907508
2494,147163.758494999
2495,88101.1941532147
2496,250387.06240652
2497,157454.507467676
2498,111068.507881476
2499,90148.9845993112
2500,128923.588539075
2501,135816.237404833
2502,144656.173842728
2503,98476.2883538383
2504,180427.442635985
2505,223952.931993632
2506,255653.253734596
2507,288456.778123555
2508,255096.644292905
2509,215438.592668759
2510,219805.935321157
2511,176215.043530735
2512,204954.240797236
2513,225353.191346193
2514,270985.833787836
2515,149455.788294653
2516,171116.487679881
2517,142148.265636435
2518,152222.498983821
2519,227596.266886229
2520,215799.034332353
2521,191578.755873496
2522,224685.414033015
2523,116883.730715242
2524,136262.621118479
2525,145674.84888231
2526,141769.262644776
2527,117541.018956283
2528,124603.659498234
2529,132962.777946193
2530,116039.795842881
2531,253564.606202806
2532,225813.328990086
2533,194621.715772477
2534,233686.058106716
2535,301460.483274254
2536,232587.708039692
2537,246147.786099375
2538,187714.771084505
2539,186835.789172471
2540,180559.827747238
2541,185828.141255928
2542,167174.531669896
2543,123695.3279438
2544,120954.140931587
2545,138877.167010914
2546,128930.931888426
2547,139703.433596872
2548,160317.359387795
2549,157435.959724316
2550,669851.330632737
2551,143260.292188835
2552,124988.531411402
2553,75699.246029652
2554,100096.624999759
2555,118392.887056496
2556,97346.8751407601
2557,106010.676594447
2558,144603.711350342
2559,137147.341903617
2560,145520.70830634
2561,144144.78786229
2562,133782.372802715
2563,149896.148950484
2564,209691.925001694
2565,135139.857230826
2566,161545.045909467
2567,142684.520496
2568,196916.954417542
2569,210306.257297741
2570,115514.656154619
2571,189840.402598372
2572,152625.88489253
2573,221314.989618428
2574,325812.245086925
2575,126842.649756389
2576,122643.950939324
2577,131888.000141869
2578,84284.0418087522
2579,57804.8710725794
2580,107868.565125972
2581,111982.408040801
2582,116702.995055994
2583,290057.557082153
2584,182433.14522496
2585,183846.100992623
2586,222849.564552879
2587,196617.116266066
2588,142590.4215347
2589,144559.771425171
2590,204124.581817883
2591,223217.552176352
2592,215521.830880654
2593,242950.520287579
2594,191716.271230441
2595,197598.140882102
2596,296168.050302396
2597,178920.200066135
2598,301242.530093883
2599,312464.602492854
2600,157513.010067596
2601,147508.44882098
2602,81656.7207226563
2603,95557.3369906793
2604,89375.9040901944
2605,77761.2160210528
2606,145985.04746953
2607,202757.600982124
2608,197517.223775161
2609,167220.074868281
2610,111637.531592996
2611,118189.655588669
2612,155125.823623041
2613,133249.240336549
2614,125370.775161772
2615,155617.692673376
2616,144876.862165203
2617,173081.038571572
2618,209142.44853126
2619,200554.53634196
2620,182701.183945734
2621,171299.284196129
2622,178946.410108547
2623,248207.66489789
2624,318429.766289446
2625,303941.092747825
2626,170755.993042272
2627,163690.071967054
2628,494517.456034672
2629,529038.235167529
2630,380031.207705607
2631,464240.232760011
2632,437018.132079796
2633,317169.626685253
2634,421291.120937649
2635,154821.211499736
2636,172996.22691434
2637,169523.752643885
2638,256909.319559592
2639,186601.436427526
2640,146547.571536697
2641,104046.615737926
2642,188456.630232596
2643,102034.301855459
2644,125168.562012394
2645,106808.112613223
2646,94268.8109162128
2647,101189.459083333
2648,142760.896004554
2649,149543.168581172
2650,138570.260499335
2651,142874.582204591
2652,408897.577761904
2653,252885.433913905
2654,250090.144392591
2655,390950.182206961
2656,327624.048703202
2657,357456.984645269
2658,315631.190214239
2659,308666.467839763
2660,358489.470349321
2661,351432.511925439
2662,355726.093857514
2663,294133.439621216
2664,269985.963591198
2665,320372.064120802
2666,294857.834974643
2667,172007.652911233
2668,180572.44334859
2669,180942.091124583
2670,275669.839961895
2671,186257.488241434
2672,194344.459258322
2673,201174.836095647
2674,197758.853282316
2675,172263.230146737
2676,191249.484788429
2677,191689.299449059
2678,244592.352160997
2679,274627.146841418
2680,289533.348325008
2681,383959.95139036
2682,321394.958087291
2683,556132.346842515
2684,323901.891432627
2685,341765.212208388
2686,255698.770062999
2687,302388.134444923
2688,219102.033016743
2689,213998.904280285
2690,424768.939025446
2691,188118.573436502
2692,143803.628765223
2693,195622.359197185
2694,136030.732949563
2695,195691.976183438
2696,184464.526126913
2697,176886.659899274
2698,192616.3374148
2699,176020.383338296
2700,157010.84044949
2701,145291.700681322
2702,108013.048817088
2703,121832.933905603
2704,139977.816721692
2705,115870.817573708
2706,109358.325559596
2707,123131.129351059
2708,136607.026012564
2709,100740.720817363
2710,122593.601157761
2711,331264.108895519
2712,379186.345964122
2713,172692.762153577
2714,150503.188448685
